Car_id,customer_id,Dealer_No ,Date,Price ($)
C_CND_012447,12447,85257-3102,4/1/2023,39000
C_CND_012448,12448,38701-8047,4/1/2023,18001
C_CND_012449,12449,99301-3882,4/1/2023,20001
C_CND_012450,12450,53546-9427,4/1/2023,25001
C_CND_012451,12451,53546-9427,4/2/2023,19001
C_CND_012452,12452,53546-9427,4/2/2023,18001
C_CND_012453,12453,06457-3834,4/2/2023,43000
C_CND_012454,12454,99301-3882,4/2/2023,12000
C_CND_012455,12455,60504-7114,4/2/2023,49001
C_CND_012456,12456,85257-3102,4/3/2023,21501
C_CND_012457,12457,78758-7841,4/3/2023,24001
C_CND_012458,12458,53546-9427,4/3/2023,24100
C_CND_012459,12459,85257-3102,4/3/2023,20000
C_CND_012460,12460,60504-7114,4/3/2023,24500
C_CND_012461,12461,78758-7841,4/3/2023,26000
C_CND_012462,12462,53546-9427,4/3/2023,10000
C_CND_012463,12463,53546-9427,4/3/2023,22000
C_CND_012464,12464,60504-7114,4/3/2023,12000
C_CND_012465,12465,38701-8047,4/3/2023,25000
C_CND_012466,12466,99301-3882,4/3/2023,26000
C_CND_012467,12467,53546-9427,4/3/2023,21000
C_CND_012468,12468,53546-9427,4/3/2023,25800
C_CND_012469,12469,85257-3102,4/3/2023,12000
C_CND_012470,12470,38701-8047,4/3/2023,25000
C_CND_012471,12471,38701-8047,4/3/2023,46000
C_CND_012472,12472,78758-7841,4/3/2023,22001
C_CND_012473,12473,99301-3882,4/3/2023,38001
C_CND_012474,12474,99301-3882,4/3/2023,44500
C_CND_012475,12475,78758-7841,4/3/2023,69001
C_CND_012476,12476,78758-7841,4/4/2023,14300
C_CND_012477,12477,06457-3834,4/4/2023,51000
C_CND_012478,12478,60504-7114,4/4/2023,31000
C_CND_012479,12479,38701-8047,4/4/2023,19000
C_CND_012480,12480,99301-3882,4/4/2023,13000
C_CND_012481,12481,53546-9427,4/4/2023,27000
C_CND_012482,12482,78758-7841,4/4/2023,20000
C_CND_012483,12483,06457-3834,4/4/2023,24500
C_CND_012484,12484,60504-7114,4/4/2023,54000
C_CND_012485,12485,85257-3102,4/4/2023,22000
C_CND_012486,12486,99301-3882,4/4/2023,14000
C_CND_012487,12487,53546-9427,4/4/2023,24000
C_CND_012488,12488,78758-7841,4/4/2023,17000
C_CND_012489,12489,78758-7841,4/4/2023,20000
C_CND_012490,12490,06457-3834,4/4/2023,28000
C_CND_012491,12491,60504-7114,4/4/2023,28000
C_CND_012492,12492,38701-8047,4/4/2023,19001
C_CND_012493,12493,99301-3882,4/4/2023,69001
C_CND_012494,12494,60504-7114,4/4/2023,19001
C_CND_012495,12495,38701-8047,4/4/2023,18001
C_CND_012496,12496,99301-3882,4/4/2023,31500
C_CND_012497,12497,53546-9427,4/4/2023,12000
C_CND_012498,12498,85257-3102,4/4/2023,27000
C_CND_012499,12499,53546-9427,4/4/2023,22000
C_CND_012500,12500,06457-3834,4/4/2023,26001
C_CND_012501,12501,60504-7114,4/4/2023,21001
C_CND_012502,12502,78758-7841,4/4/2023,53000
C_CND_012503,12503,06457-3834,4/4/2023,21000
C_CND_012504,12504,53546-9427,4/4/2023,22001
C_CND_012505,12505,85257-3102,4/4/2023,28501
C_CND_012506,12506,85257-3102,4/5/2023,32000
C_CND_012507,12507,78758-7841,4/5/2023,29000
C_CND_012508,12508,06457-3834,4/5/2023,22000
C_CND_012509,12509,85257-3102,4/5/2023,22000
C_CND_012510,12510,78758-7841,4/5/2023,21000
C_CND_012511,12511,06457-3834,4/5/2023,13000
C_CND_012512,12512,53546-9427,4/5/2023,20000
C_CND_012513,12513,85257-3102,4/5/2023,19000
C_CND_012514,12514,78758-7841,4/5/2023,26001
C_CND_012515,12515,06457-3834,4/5/2023,31000
C_CND_012516,12516,60504-7114,4/5/2023,12300
C_CND_012517,12517,38701-8047,4/5/2023,25500
C_CND_012518,12518,78758-7841,4/5/2023,43001
C_CND_012519,12519,06457-3834,4/5/2023,18001
C_CND_012520,12520,60504-7114,4/5/2023,21501
C_CND_012521,12521,60504-7114,4/6/2023,23250
C_CND_012522,12522,78758-7841,4/6/2023,33000
C_CND_012523,12523,06457-3834,4/6/2023,34001
C_CND_012524,12524,99301-3882,4/6/2023,41000
C_CND_012525,12525,38701-8047,4/6/2023,18001
C_CND_012526,12526,38701-8047,4/7/2023,36000
C_CND_012527,12527,99301-3882,4/7/2023,19100
C_CND_012528,12528,53546-9427,4/7/2023,38500
C_CND_012529,12529,85257-3102,4/7/2023,19500
C_CND_012530,12530,78758-7841,4/7/2023,27000
C_CND_012531,12531,06457-3834,4/7/2023,12000
C_CND_012532,12532,53546-9427,4/7/2023,21000
C_CND_012533,12533,53546-9427,4/7/2023,27000
C_CND_012534,12534,53546-9427,4/7/2023,21000
C_CND_012535,12535,85257-3102,4/7/2023,10000
C_CND_012536,12536,38701-8047,4/7/2023,16001
C_CND_012537,12537,06457-3834,4/7/2023,60100
C_CND_012538,12538,60504-7114,4/7/2023,39001
C_CND_012539,12539,38701-8047,4/7/2023,18001
C_CND_012540,12540,85257-3102,4/7/2023,25001
C_CND_012541,12541,53546-9427,4/7/2023,24001
C_CND_012542,12542,38701-8047,4/7/2023,25000
C_CND_012543,12543,78758-7841,4/7/2023,31001
C_CND_012544,12544,85257-3102,4/7/2023,61000
C_CND_012545,12545,85257-3102,4/7/2023,19000
C_CND_012546,12546,78758-7841,4/7/2023,82000
C_CND_012547,12547,53546-9427,4/7/2023,28000
C_CND_012548,12548,85257-3102,4/7/2023,22000
C_CND_012549,12549,78758-7841,4/7/2023,46001
C_CND_012550,12550,99301-3882,4/7/2023,19501
C_CND_012551,12551,60504-7114,4/7/2023,38000
C_CND_012552,12552,85257-3102,4/7/2023,22501
C_CND_012553,12553,78758-7841,4/7/2023,18000
C_CND_012554,12554,06457-3834,4/7/2023,14001
C_CND_012555,12555,60504-7114,4/7/2023,61001
C_CND_012556,12556,60504-7114,4/8/2023,22000
C_CND_012557,12557,38701-8047,4/8/2023,10000
C_CND_012558,12558,99301-3882,4/8/2023,42000
C_CND_012559,12559,53546-9427,4/8/2023,18000
C_CND_012560,12560,85257-3102,4/8/2023,25000
C_CND_012561,12561,78758-7841,4/8/2023,25000
C_CND_012562,12562,06457-3834,4/8/2023,14000
C_CND_012563,12563,60504-7114,4/8/2023,41000
C_CND_012564,12564,38701-8047,4/8/2023,22000
C_CND_012565,12565,99301-3882,4/8/2023,34000
C_CND_012566,12566,53546-9427,4/8/2023,43000
C_CND_012567,12567,85257-3102,4/8/2023,33000
C_CND_012568,12568,78758-7841,4/8/2023,42000
C_CND_012569,12569,06457-3834,4/8/2023,16000
C_CND_012570,12570,60504-7114,4/8/2023,13000
C_CND_012571,12571,38701-8047,4/8/2023,85000
C_CND_012572,12572,99301-3882,4/8/2023,43000
C_CND_012573,12573,53546-9427,4/8/2023,43200
C_CND_012574,12574,60504-7114,4/8/2023,24000
C_CND_012575,12575,38701-8047,4/8/2023,46000
C_CND_012576,12576,99301-3882,4/8/2023,23000
C_CND_012577,12577,53546-9427,4/8/2023,22000
C_CND_012578,12578,85257-3102,4/8/2023,22300
C_CND_012579,12579,78758-7841,4/8/2023,17000
C_CND_012580,12580,06457-3834,4/8/2023,51000
C_CND_012581,12581,60504-7114,4/8/2023,25000
C_CND_012582,12582,38701-8047,4/8/2023,39000
C_CND_012583,12583,99301-3882,4/8/2023,20000
C_CND_012584,12584,53546-9427,4/8/2023,43500
C_CND_012585,12585,85257-3102,4/8/2023,27000
C_CND_012586,12586,78758-7841,4/8/2023,28000
C_CND_012587,12587,06457-3834,4/8/2023,44000
C_CND_012588,12588,60504-7114,4/8/2023,31000
C_CND_012589,12589,38701-8047,4/8/2023,19500
C_CND_012590,12590,99301-3882,4/8/2023,26000
C_CND_012591,12591,53546-9427,4/8/2023,69500
C_CND_012592,12592,53546-9427,4/8/2023,13001
C_CND_012593,12593,85257-3102,4/8/2023,17001
C_CND_012594,12594,78758-7841,4/8/2023,15001
C_CND_012595,12595,06457-3834,4/8/2023,31001
C_CND_012596,12596,60504-7114,4/8/2023,34501
C_CND_012597,12597,99301-3882,4/8/2023,23600
C_CND_012598,12598,99301-3882,4/8/2023,17001
C_CND_012599,12599,53546-9427,4/8/2023,18001
C_CND_012600,12600,85257-3102,4/8/2023,36001
C_CND_012601,12601,78758-7841,4/8/2023,16001
C_CND_012602,12602,06457-3834,4/8/2023,25001
C_CND_012603,12603,60504-7114,4/8/2023,69001
C_CND_012604,12604,38701-8047,4/8/2023,53001
C_CND_012605,12605,99301-3882,4/8/2023,22001
C_CND_012606,12606,53546-9427,4/8/2023,18001
C_CND_012607,12607,85257-3102,4/8/2023,14001
C_CND_012608,12608,78758-7841,4/8/2023,69001
C_CND_012609,12609,06457-3834,4/8/2023,17000
C_CND_012610,12610,06457-3834,4/8/2023,19001
C_CND_012611,12611,60504-7114,4/8/2023,22000
C_CND_012612,12612,38701-8047,4/8/2023,21000
C_CND_012613,12613,99301-3882,4/8/2023,15000
C_CND_012614,12614,53546-9427,4/8/2023,21000
C_CND_012615,12615,85257-3102,4/8/2023,17000
C_CND_012616,12616,78758-7841,4/8/2023,49001
C_CND_012617,12617,06457-3834,4/8/2023,22501
C_CND_012618,12618,60504-7114,4/8/2023,16001
C_CND_012619,12619,38701-8047,4/8/2023,31000
C_CND_012620,12620,99301-3882,4/8/2023,17001
C_CND_012621,12621,53546-9427,4/8/2023,12000
C_CND_012622,12622,85257-3102,4/8/2023,14000
C_CND_012623,12623,78758-7841,4/8/2023,19601
C_CND_012624,12624,06457-3834,4/8/2023,54000
C_CND_012625,12625,60504-7114,4/8/2023,62000
C_CND_012626,12626,38701-8047,4/8/2023,38000
C_CND_012627,12627,85257-3102,4/8/2023,33000
C_CND_012628,12628,38701-8047,4/8/2023,31001
C_CND_012629,12629,99301-3882,4/8/2023,21101
C_CND_012630,12630,53546-9427,4/8/2023,31501
C_CND_012631,12631,85257-3102,4/8/2023,11001
C_CND_012632,12632,78758-7841,4/8/2023,12001
C_CND_012633,12633,06457-3834,4/8/2023,38001
C_CND_012634,12634,60504-7114,4/8/2023,20001
C_CND_012635,12635,38701-8047,4/8/2023,42001
C_CND_012636,12636,99301-3882,4/8/2023,27001
C_CND_012637,12637,53546-9427,4/8/2023,19001
C_CND_012638,12638,85257-3102,4/8/2023,36601
C_CND_012639,12639,78758-7841,4/8/2023,19001
C_CND_012640,12640,06457-3834,4/8/2023,27001
C_CND_012641,12641,60504-7114,4/8/2023,20001
C_CND_012642,12642,38701-8047,4/8/2023,26001
C_CND_012643,12643,85257-3102,4/8/2023,39001
C_CND_012644,12644,53546-9427,4/8/2023,18001
C_CND_012645,12645,85257-3102,4/8/2023,22501
C_CND_012646,12646,85257-3102,4/9/2023,25001
C_CND_012647,12647,78758-7841,4/9/2023,22001
C_CND_012648,12648,53546-9427,4/9/2023,24201
C_CND_012649,12649,85257-3102,4/9/2023,61101
C_CND_012650,12650,85257-3102,4/9/2023,22100
C_CND_012651,12651,78758-7841,4/9/2023,21000
C_CND_012652,12652,53546-9427,4/9/2023,21000
C_CND_012653,12653,85257-3102,4/9/2023,22000
C_CND_012654,12654,60504-7114,4/9/2023,13000
C_CND_012655,12655,38701-8047,4/9/2023,23000
C_CND_012656,12656,99301-3882,4/9/2023,13501
C_CND_012657,12657,85257-3102,4/9/2023,25000
C_CND_012658,12658,06457-3834,4/9/2023,19000
C_CND_012659,12659,60504-7114,4/9/2023,57000
C_CND_012660,12660,78758-7841,4/9/2023,41000
C_CND_012661,12661,06457-3834,4/9/2023,12000
C_CND_012662,12662,78758-7841,4/9/2023,29001
C_CND_012663,12663,53546-9427,4/9/2023,22001
C_CND_012664,12664,78758-7841,4/9/2023,36001
C_CND_012665,12665,06457-3834,4/9/2023,9201
C_CND_012666,12666,78758-7841,4/10/2023,19001
C_CND_012667,12667,06457-3834,4/10/2023,37281
C_CND_012668,12668,60504-7114,4/10/2023,17001
C_CND_012669,12669,38701-8047,4/10/2023,29801
C_CND_012670,12670,99301-3882,4/10/2023,46001
C_CND_012671,12671,53546-9427,4/10/2023,27001
C_CND_012672,12672,85257-3102,4/10/2023,19001
C_CND_012673,12673,78758-7841,4/10/2023,24001
C_CND_012674,12674,53546-9427,4/10/2023,17000
C_CND_012675,12675,85257-3102,4/10/2023,60000
C_CND_012676,12676,78758-7841,4/10/2023,27000
C_CND_012677,12677,06457-3834,4/10/2023,21000
C_CND_012678,12678,60504-7114,4/10/2023,29000
C_CND_012679,12679,38701-8047,4/10/2023,22000
C_CND_012680,12680,99301-3882,4/10/2023,37000
C_CND_012681,12681,53546-9427,4/10/2023,13000
C_CND_012682,12682,85257-3102,4/10/2023,60001
C_CND_012683,12683,78758-7841,4/10/2023,11001
C_CND_012684,12684,06457-3834,4/10/2023,31001
C_CND_012685,12685,60504-7114,4/10/2023,18001
C_CND_012686,12686,78758-7841,4/10/2023,34000
C_CND_012687,12687,60504-7114,4/10/2023,82000
C_CND_012688,12688,53546-9427,4/10/2023,16001
C_CND_012689,12689,85257-3102,4/10/2023,21501
C_CND_012690,12690,60504-7114,4/10/2023,22000
C_CND_012691,12691,38701-8047,4/10/2023,16000
C_CND_012692,12692,99301-3882,4/10/2023,29000
C_CND_012693,12693,53546-9427,4/10/2023,57000
C_CND_012694,12694,85257-3102,4/10/2023,20000
C_CND_012695,12695,99301-3882,4/10/2023,13000
C_CND_012696,12696,06457-3834,4/10/2023,69000
C_CND_012697,12697,60504-7114,4/10/2023,20000
C_CND_012698,12698,60504-7114,4/10/2023,33001
C_CND_012699,12699,38701-8047,4/10/2023,26001
C_CND_012700,12700,99301-3882,4/10/2023,39001
C_CND_012701,12701,85257-3102,4/10/2023,21000
C_CND_012702,12702,85257-3102,4/10/2023,23701
C_CND_012703,12703,78758-7841,4/10/2023,18001
C_CND_012704,12704,06457-3834,4/10/2023,15501
C_CND_012705,12705,60504-7114,4/10/2023,13501
C_CND_012706,12706,06457-3834,4/12/2023,46001
C_CND_012707,12707,60504-7114,4/12/2023,39501
C_CND_012708,12708,38701-8047,4/12/2023,24501
C_CND_012709,12709,99301-3882,4/12/2023,36001
C_CND_012710,12710,53546-9427,4/12/2023,10000
C_CND_012711,12711,38701-8047,4/12/2023,39000
C_CND_012712,12712,78758-7841,4/12/2023,45050
C_CND_012713,12713,06457-3834,4/12/2023,21501
C_CND_012714,12714,53546-9427,4/12/2023,43000
C_CND_012715,12715,38701-8047,4/12/2023,49000
C_CND_012716,12716,06457-3834,4/12/2023,22250
C_CND_012717,12717,85257-3102,4/12/2023,24000
C_CND_012718,12718,78758-7841,4/12/2023,9000
C_CND_012719,12719,78758-7841,4/12/2023,45251
C_CND_012720,12720,60504-7114,4/12/2023,19000
C_CND_012721,12721,38701-8047,4/12/2023,12000
C_CND_012722,12722,53546-9427,4/12/2023,19501
C_CND_012723,12723,53546-9427,4/12/2023,60500
C_CND_012724,12724,99301-3882,4/12/2023,26000
C_CND_012725,12725,78758-7841,4/12/2023,69000
C_CND_012726,12726,06457-3834,4/12/2023,17900
C_CND_012727,12727,60504-7114,4/12/2023,26000
C_CND_012728,12728,78758-7841,4/12/2023,15000
C_CND_012729,12729,99301-3882,4/12/2023,28000
C_CND_012730,12730,60504-7114,4/12/2023,25000
C_CND_012731,12731,53546-9427,4/12/2023,12000
C_CND_012732,12732,99301-3882,4/12/2023,29000
C_CND_012733,12733,06457-3834,4/12/2023,42000
C_CND_012734,12734,85257-3102,4/12/2023,31000
C_CND_012735,12735,78758-7841,4/12/2023,19000
C_CND_012736,12736,53546-9427,4/12/2023,45000
C_CND_012737,12737,85257-3102,4/12/2023,62500
C_CND_012738,12738,53546-9427,4/12/2023,19000
C_CND_012739,12739,38701-8047,4/12/2023,44000
C_CND_012740,12740,99301-3882,4/12/2023,20500
C_CND_012741,12741,53546-9427,4/12/2023,69000
C_CND_012742,12742,85257-3102,4/12/2023,27000
C_CND_012743,12743,78758-7841,4/12/2023,71001
C_CND_012744,12744,53546-9427,4/12/2023,26801
C_CND_012745,12745,99301-3882,4/12/2023,24000
C_CND_012746,12746,78758-7841,4/12/2023,46001
C_CND_012747,12747,06457-3834,4/12/2023,41001
C_CND_012748,12748,60504-7114,4/12/2023,11001
C_CND_012749,12749,38701-8047,4/12/2023,25001
C_CND_012750,12750,38701-8047,4/12/2023,31501
C_CND_012751,12751,60504-7114,4/12/2023,25000
C_CND_012752,12752,53546-9427,4/12/2023,45500
C_CND_012753,12753,85257-3102,4/12/2023,20001
C_CND_012754,12754,78758-7841,4/12/2023,35001
C_CND_012755,12755,06457-3834,4/12/2023,9001
C_CND_012756,12756,85257-3102,4/12/2023,16000
C_CND_012757,12757,38701-8047,4/12/2023,26001
C_CND_012758,12758,78758-7841,4/12/2023,27000
C_CND_012759,12759,53546-9427,4/12/2023,15001
C_CND_012760,12760,85257-3102,4/12/2023,14101
C_CND_012761,12761,53546-9427,4/13/2023,25000
C_CND_012762,12762,53546-9427,4/13/2023,22000
C_CND_012763,12763,85257-3102,4/13/2023,12000
C_CND_012764,12764,99301-3882,4/13/2023,43001
C_CND_012765,12765,78758-7841,4/13/2023,27001
C_CND_012766,12766,85257-3102,4/14/2023,45000
C_CND_012767,12767,78758-7841,4/14/2023,25000
C_CND_012768,12768,06457-3834,4/14/2023,17000
C_CND_012769,12769,60504-7114,4/14/2023,21000
C_CND_012770,12770,38701-8047,4/14/2023,28000
C_CND_012771,12771,99301-3882,4/14/2023,12050
C_CND_012772,12772,53546-9427,4/14/2023,16000
C_CND_012773,12773,85257-3102,4/14/2023,20000
C_CND_012774,12774,78758-7841,4/14/2023,23000
C_CND_012775,12775,85257-3102,4/14/2023,82001
C_CND_012776,12776,38701-8047,4/14/2023,16000
C_CND_012777,12777,06457-3834,4/14/2023,21000
C_CND_012778,12778,60504-7114,4/14/2023,31000
C_CND_012779,12779,38701-8047,4/14/2023,35000
C_CND_012780,12780,99301-3882,4/14/2023,11500
C_CND_012781,12781,53546-9427,4/14/2023,41001
C_CND_012782,12782,38701-8047,4/14/2023,61000
C_CND_012783,12783,78758-7841,4/14/2023,21000
C_CND_012784,12784,06457-3834,4/14/2023,22000
C_CND_012785,12785,60504-7114,4/14/2023,22000
C_CND_012786,12786,06457-3834,4/14/2023,22001
C_CND_012787,12787,53546-9427,4/14/2023,16000
C_CND_012788,12788,38701-8047,4/14/2023,29001
C_CND_012789,12789,99301-3882,4/14/2023,41501
C_CND_012790,12790,53546-9427,4/14/2023,23001
C_CND_012791,12791,78758-7841,4/15/2023,21000
C_CND_012792,12792,53546-9427,4/15/2023,49000
C_CND_012793,12793,85257-3102,4/15/2023,14000
C_CND_012794,12794,78758-7841,4/15/2023,21000
C_CND_012795,12795,06457-3834,4/15/2023,9000
C_CND_012796,12796,60504-7114,4/15/2023,20000
C_CND_012797,12797,38701-8047,4/15/2023,39000
C_CND_012798,12798,99301-3882,4/15/2023,19000
C_CND_012799,12799,60504-7114,4/15/2023,36000
C_CND_012800,12800,38701-8047,4/15/2023,25200
C_CND_012801,12801,99301-3882,4/15/2023,18000
C_CND_012802,12802,99301-3882,4/15/2023,21000
C_CND_012803,12803,85257-3102,4/15/2023,69000
C_CND_012804,12804,78758-7841,4/15/2023,27000
C_CND_012805,12805,06457-3834,4/15/2023,36800
C_CND_012806,12806,60504-7114,4/15/2023,14000
C_CND_012807,12807,53546-9427,4/15/2023,20000
C_CND_012808,12808,85257-3102,4/15/2023,25000
C_CND_012809,12809,78758-7841,4/15/2023,19000
C_CND_012810,12810,06457-3834,4/15/2023,24000
C_CND_012811,12811,60504-7114,4/15/2023,18000
C_CND_012812,12812,38701-8047,4/15/2023,19000
C_CND_012813,12813,99301-3882,4/15/2023,41000
C_CND_012814,12814,53546-9427,4/15/2023,22000
C_CND_012815,12815,38701-8047,4/15/2023,22000
C_CND_012816,12816,99301-3882,4/15/2023,21001
C_CND_012817,12817,53546-9427,4/15/2023,12001
C_CND_012818,12818,85257-3102,4/15/2023,22001
C_CND_012819,12819,78758-7841,4/15/2023,17001
C_CND_012820,12820,99301-3882,4/15/2023,11000
C_CND_012821,12821,06457-3834,4/15/2023,43000
C_CND_012822,12822,38701-8047,4/15/2023,15000
C_CND_012823,12823,85257-3102,4/15/2023,69001
C_CND_012824,12824,78758-7841,4/15/2023,12001
C_CND_012825,12825,06457-3834,4/15/2023,15001
C_CND_012826,12826,60504-7114,4/15/2023,21001
C_CND_012827,12827,38701-8047,4/15/2023,14151
C_CND_012828,12828,99301-3882,4/15/2023,26001
C_CND_012829,12829,53546-9427,4/15/2023,25501
C_CND_012830,12830,85257-3102,4/15/2023,12001
C_CND_012831,12831,78758-7841,4/16/2023,20000
C_CND_012832,12832,85257-3102,4/16/2023,21000
C_CND_012833,12833,78758-7841,4/16/2023,49000
C_CND_012834,12834,53546-9427,4/16/2023,54000
C_CND_012835,12835,85257-3102,4/16/2023,21000
C_CND_012836,12836,78758-7841,4/16/2023,69000
C_CND_012837,12837,06457-3834,4/16/2023,26000
C_CND_012838,12838,38701-8047,4/16/2023,9000
C_CND_012839,12839,99301-3882,4/16/2023,12000
C_CND_012840,12840,53546-9427,4/16/2023,31000
C_CND_012841,12841,53546-9427,4/16/2023,24500
C_CND_012842,12842,78758-7841,4/16/2023,29000
C_CND_012843,12843,53546-9427,4/16/2023,31000
C_CND_012844,12844,85257-3102,4/16/2023,62000
C_CND_012845,12845,85257-3102,4/16/2023,14500
C_CND_012846,12846,78758-7841,4/16/2023,41500
C_CND_012847,12847,99301-3882,4/16/2023,22000
C_CND_012848,12848,78758-7841,4/16/2023,61000
C_CND_012849,12849,38701-8047,4/16/2023,22001
C_CND_012850,12850,99301-3882,4/16/2023,31001
C_CND_012851,12851,60504-7114,4/16/2023,20000
C_CND_012852,12852,99301-3882,4/16/2023,31000
C_CND_012853,12853,53546-9427,4/16/2023,22000
C_CND_012854,12854,53546-9427,4/16/2023,17000
C_CND_012855,12855,78758-7841,4/16/2023,53000
C_CND_012856,12856,78758-7841,4/16/2023,17000
C_CND_012857,12857,60504-7114,4/16/2023,21500
C_CND_012858,12858,38701-8047,4/16/2023,17000
C_CND_012859,12859,78758-7841,4/16/2023,25001
C_CND_012860,12860,53546-9427,4/16/2023,12001
C_CND_012861,12861,85257-3102,4/16/2023,45800
C_CND_012862,12862,99301-3882,4/16/2023,12000
C_CND_012863,12863,06457-3834,4/16/2023,19001
C_CND_012864,12864,60504-7114,4/16/2023,18001
C_CND_012865,12865,38701-8047,4/16/2023,31001
C_CND_012866,12866,60504-7114,4/17/2023,22000
C_CND_012867,12867,38701-8047,4/17/2023,12000
C_CND_012868,12868,99301-3882,4/17/2023,45000
C_CND_012869,12869,99301-3882,4/17/2023,21000
C_CND_012870,12870,85257-3102,4/17/2023,11000
C_CND_012871,12871,85257-3102,4/17/2023,33000
C_CND_012872,12872,78758-7841,4/17/2023,14000
C_CND_012873,12873,06457-3834,4/17/2023,18000
C_CND_012874,12874,60504-7114,4/17/2023,31000
C_CND_012875,12875,38701-8047,4/17/2023,17000
C_CND_012876,12876,99301-3882,4/17/2023,16000
C_CND_012877,12877,53546-9427,4/17/2023,16000
C_CND_012878,12878,85257-3102,4/17/2023,18251
C_CND_012879,12879,78758-7841,4/17/2023,69001
C_CND_012880,12880,06457-3834,4/17/2023,19001
C_CND_012881,12881,60504-7114,4/17/2023,19000
C_CND_012882,12882,38701-8047,4/17/2023,54000
C_CND_012883,12883,99301-3882,4/17/2023,22000
C_CND_012884,12884,99301-3882,4/17/2023,14000
C_CND_012885,12885,53546-9427,4/17/2023,62000
C_CND_012886,12886,85257-3102,4/17/2023,31001
C_CND_012887,12887,78758-7841,4/17/2023,22001
C_CND_012888,12888,06457-3834,4/17/2023,57000
C_CND_012889,12889,60504-7114,4/17/2023,21500
C_CND_012890,12890,99301-3882,4/17/2023,12001
C_CND_012891,12891,53546-9427,4/17/2023,27001
C_CND_012892,12892,85257-3102,4/17/2023,21000
C_CND_012893,12893,78758-7841,4/17/2023,31001
C_CND_012894,12894,06457-3834,4/17/2023,12001
C_CND_012895,12895,60504-7114,4/17/2023,25001
C_CND_012896,12896,06457-3834,4/18/2023,14000
C_CND_012897,12897,60504-7114,4/18/2023,43001
C_CND_012898,12898,99301-3882,4/18/2023,39000
C_CND_012899,12899,99301-3882,4/18/2023,22000
C_CND_012900,12900,53546-9427,4/18/2023,22000
C_CND_012901,12901,85257-3102,4/18/2023,27000
C_CND_012902,12902,78758-7841,4/18/2023,26000
C_CND_012903,12903,85257-3102,4/18/2023,45500
C_CND_012904,12904,53546-9427,4/18/2023,26000
C_CND_012905,12905,85257-3102,4/18/2023,22000
C_CND_012906,12906,78758-7841,4/18/2023,53000
C_CND_012907,12907,06457-3834,4/18/2023,22000
C_CND_012908,12908,60504-7114,4/18/2023,25000
C_CND_012909,12909,38701-8047,4/18/2023,26000
C_CND_012910,12910,99301-3882,4/18/2023,38000
C_CND_012911,12911,53546-9427,4/18/2023,43000
C_CND_012912,12912,85257-3102,4/18/2023,13500
C_CND_012913,12913,78758-7841,4/18/2023,13200
C_CND_012914,12914,53546-9427,4/18/2023,82500
C_CND_012915,12915,85257-3102,4/18/2023,11000
C_CND_012916,12916,38701-8047,4/18/2023,45000
C_CND_012917,12917,06457-3834,4/18/2023,36000
C_CND_012918,12918,99301-3882,4/18/2023,26000
C_CND_012919,12919,38701-8047,4/18/2023,62000
C_CND_012920,12920,60504-7114,4/18/2023,44000
C_CND_012921,12921,53546-9427,4/18/2023,20000
C_CND_012922,12922,85257-3102,4/18/2023,18000
C_CND_012923,12923,38701-8047,4/18/2023,16000
C_CND_012924,12924,99301-3882,4/18/2023,22000
C_CND_012925,12925,53546-9427,4/18/2023,34000
C_CND_012926,12926,85257-3102,4/18/2023,22000
C_CND_012927,12927,06457-3834,4/18/2023,39200
C_CND_012928,12928,53546-9427,4/18/2023,24000
C_CND_012929,12929,85257-3102,4/18/2023,14000
C_CND_012930,12930,38701-8047,4/18/2023,43600
C_CND_012931,12931,85257-3102,4/18/2023,15000
C_CND_012932,12932,38701-8047,4/18/2023,41001
C_CND_012933,12933,38701-8047,4/18/2023,22001
C_CND_012934,12934,53546-9427,4/18/2023,19001
C_CND_012935,12935,85257-3102,4/18/2023,82001
C_CND_012936,12936,78758-7841,4/18/2023,28001
C_CND_012937,12937,06457-3834,4/18/2023,22001
C_CND_012938,12938,60504-7114,4/18/2023,46601
C_CND_012939,12939,38701-8047,4/18/2023,19001
C_CND_012940,12940,99301-3882,4/18/2023,22001
C_CND_012941,12941,38701-8047,4/19/2023,26000
C_CND_012942,12942,99301-3882,4/19/2023,82000
C_CND_012943,12943,53546-9427,4/19/2023,19000
C_CND_012944,12944,85257-3102,4/19/2023,26600
C_CND_012945,12945,78758-7841,4/19/2023,29000
C_CND_012946,12946,06457-3834,4/19/2023,69000
C_CND_012947,12947,85257-3102,4/19/2023,22000
C_CND_012948,12948,38701-8047,4/19/2023,16000
C_CND_012949,12949,99301-3882,4/19/2023,29000
C_CND_012950,12950,53546-9427,4/19/2023,20000
C_CND_012951,12951,85257-3102,4/19/2023,12000
C_CND_012952,12952,78758-7841,4/19/2023,9000
C_CND_012953,12953,06457-3834,4/19/2023,20000
C_CND_012954,12954,60504-7114,4/19/2023,42501
C_CND_012955,12955,38701-8047,4/19/2023,28501
C_CND_012956,12956,06457-3834,4/19/2023,16000
C_CND_012957,12957,60504-7114,4/19/2023,20000
C_CND_012958,12958,38701-8047,4/19/2023,26000
C_CND_012959,12959,99301-3882,4/19/2023,13000
C_CND_012960,12960,53546-9427,4/19/2023,20000
C_CND_012961,12961,85257-3102,4/19/2023,26000
C_CND_012962,12962,78758-7841,4/19/2023,71000
C_CND_012963,12963,53546-9427,4/19/2023,17000
